Local Time,NO,NO2,NOX,O3,RELATIVEHUMIDITY,SO2,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,PM25,PM10,CO,NH3
2025-10-17 20:00:00+05:30,32.4,115.0,0.0876,11.7,72.3,9.63,21.5,166.0,0.3,,,,
2025-10-17 21:00:00+05:30,80.1,106.0,0.122,11.2,75.3,11.2,20.7,215.0,0.3,,,,
2025-10-17 22:00:00+05:30,96.9,103.0,0.134,9.63,76.8,12.3,19.9,218.0,0.3,,,,
2025-10-17 23:00:00+05:30,111.0,95.3,0.141,7.93,79.3,13.0,19.6,197.0,0.3,,,,
2025-10-18 00:00:00+05:30,135.0,88.4,0.157,6.23,82.0,15.3,18.8,186.0,0.3,,,,
2025-10-18 01:00:00+05:30,157.0,65.2,0.162,6.65,85.0,19.4,18.1,203.0,0.3,,,,
2025-10-18 02:00:00+05:30,161.0,71.9,0.169,5.38,85.0,19.5,17.9,218.0,0.3,,,,
2025-10-18 03:00:00+05:30,183.0,89.2,0.196,7.95,84.3,18.9,18.2,240.0,0.3,,,,
2025-10-18 04:00:00+05:30,83.6,82.5,0.112,4.88,82.3,17.3,18.5,264.0,0.3,,,,
2025-10-18 05:00:00+05:30,48.0,72.9,0.0778,5.8,83.5,16.6,17.8,197.0,0.3,,,,
2025-10-18 06:00:00+05:30,42.1,77.3,0.0754,7.55,84.0,15.6,17.5,198.0,0.3,,,,
2025-10-18 07:00:00+05:30,54.1,80.5,0.0868,7.05,84.3,15.8,17.1,209.0,0.3,,,,
2025-10-18 08:00:00+05:30,55.5,85.5,0.0905,6.38,82.5,16.2,18.2,183.0,0.3,,,,
2025-10-18 09:00:00+05:30,24.1,78.5,0.0613,10.9,75.5,16.4,21.5,159.0,0.4,,,,
2025-10-18 10:00:00+05:30,4.93,59.6,0.0357,40.3,66.3,16.1,25.2,193.0,0.575,,,,
2025-10-18 11:00:00+05:30,3.6,55.6,0.0325,74.2,62.0,15.9,27.6,206.0,0.725,,,,
2025-10-18 12:00:00+05:30,2.53,44.2,0.0256,136.0,56.8,15.9,29.6,213.0,0.7,,,,
2025-10-18 13:00:00+05:30,1.68,30.0,0.0173,163.0,53.5,14.6,30.0,182.0,0.625,,,,
2025-10-18 14:00:00+05:30,2.1,14.9,0.00963,153.0,49.0,12.1,30.1,178.0,0.667,,,,
2025-10-18 15:00:00+05:30,2.1,22.0,0.0134,167.0,53.0,11.9,29.7,201.0,0.45,,,,
2025-10-18 16:00:00+05:30,1.98,33.2,0.0193,159.0,55.5,12.5,29.0,205.0,0.325,,,,
2025-10-18 17:00:00+05:30,1.27,61.2,0.0335,98.2,64.0,12.5,27.7,166.0,0.3,,,,
2025-10-18 18:00:00+05:30,3.2,93.3,0.0523,32.0,74.3,15.4,24.7,232.0,0.3,,,,
2025-10-18 19:00:00+05:30,35.6,131.0,0.0984,7.75,81.5,20.8,22.7,184.0,0.3,,,,
2025-10-18 20:00:00+05:30,65.3,117.0,0.116,7.1,83.3,23.5,21.9,201.0,0.3,,,,
2025-10-18 21:00:00+05:30,115.0,92.7,0.143,7.8,85.0,29.2,21.2,180.0,0.3,,,,
2025-10-18 22:00:00+05:30,140.0,65.3,0.149,6.7,87.0,32.4,20.5,282.0,0.3,,,,
2025-10-18 23:00:00+05:30,147.0,48.7,0.145,6.35,88.8,33.4,19.8,250.0,0.3,,,,
2025-10-19 00:00:00+05:30,150.0,47.4,0.147,6.67,89.7,31.6,19.5,221.0,0.3,,,,
2025-10-19 01:00:00+05:30,125.0,46.1,0.126,5.85,90.0,22.1,18.8,258.0,0.3,,,,
2025-10-19 02:00:00+05:30,138.0,29.7,0.128,5.43,91.0,21.3,18.6,144.0,0.3,,,,
2025-10-19 03:00:00+05:30,136.0,28.0,0.125,5.95,91.0,20.8,18.2,221.0,0.3,,,,
2025-10-19 04:00:00+05:30,123.0,29.8,0.116,6.45,92.0,20.7,17.8,244.0,0.3,,,,
2025-10-19 05:00:00+05:30,84.8,41.8,0.0912,6.53,92.0,18.3,17.4,248.0,0.3,,,,
2025-10-19 06:00:00+05:30,89.9,50.0,0.0997,6.15,92.0,17.3,17.2,211.0,0.3,,,,
2025-10-19 07:00:00+05:30,134.0,47.7,0.134,5.9,92.0,16.6,17.2,166.0,0.3,,,,
2025-10-19 08:00:00+05:30,128.0,52.1,0.132,5.55,91.8,16.7,18.2,162.0,0.3,,,,
2025-10-19 09:00:00+05:30,42.5,97.2,0.0862,6.48,86.0,15.5,21.6,172.0,0.3,,,,
2025-10-19 10:00:00+05:30,13.8,106.0,0.0674,19.0,70.5,13.7,25.7,195.0,0.375,,,,
2025-10-19 11:00:00+05:30,3.2,58.3,0.0336,85.2,57.3,12.2,28.9,167.0,0.433,,,,
2025-10-19 12:00:00+05:30,2.28,37.8,0.022,131.0,51.0,8.8,30.6,224.0,0.6,,,,
2025-10-19 13:00:00+05:30,2.23,19.5,0.0122,159.0,46.3,8.0,31.3,196.0,0.675,,,,
2025-10-19 14:00:00+05:30,2.28,18.1,0.0115,175.0,46.3,6.13,30.6,231.0,0.525,,,,
2025-10-19 15:00:00+05:30,2.0,24.8,0.0149,188.0,50.8,6.88,30.0,200.0,0.4,,,,
2025-10-19 16:00:00+05:30,2.28,40.6,0.0235,157.0,56.8,7.85,28.8,203.0,0.325,,,,
2025-10-19 17:00:00+05:30,2.6,65.3,0.0368,81.5,66.0,7.65,26.8,202.0,0.3,,,,
2025-10-19 18:00:00+05:30,3.58,97.6,0.0548,32.2,73.3,10.3,24.7,241.0,0.3,,,,
2025-10-19 19:00:00+05:30,26.9,132.0,0.0923,7.7,79.3,13.2,22.5,186.0,0.3,,,,
2025-10-19 20:00:00+05:30,93.2,133.0,0.146,8.48,82.0,20.4,21.5,156.0,0.3,,,,
2025-10-19 21:00:00+05:30,141.0,94.4,0.165,7.58,85.3,30.4,20.8,176.0,0.3,,,,
2025-10-19 22:00:00+05:30,147.0,71.9,0.158,7.2,87.8,35.8,20.1,108.0,0.3,,,,
2025-10-19 23:00:00+05:30,124.0,59.3,0.133,6.55,88.8,35.0,19.6,168.0,0.3,,,,
2025-10-20 00:00:00+05:30,136.0,52.5,0.138,7.17,89.3,31.7,19.2,189.0,0.3,,,,
2025-10-20 01:00:00+05:30,139.0,43.8,0.136,6.35,90.0,24.5,18.8,254.0,0.3,,,,
2025-10-20 02:00:00+05:30,115.0,35.3,0.112,6.38,90.0,20.9,18.4,248.0,0.3,,,,
2025-10-20 03:00:00+05:30,94.4,29.7,0.0925,6.2,90.8,18.5,18.1,201.0,0.3,,,,
2025-10-20 04:00:00+05:30,98.5,38.2,0.1,5.98,91.0,17.3,18.2,172.0,0.3,,,,
2025-10-20 05:00:00+05:30,78.0,41.9,0.0857,6.6,90.8,17.6,18.1,202.0,0.3,,,,
2025-10-20 06:00:00+05:30,72.9,41.5,0.0813,6.55,91.0,16.8,17.7,216.0,0.3,,,,
2025-10-20 07:00:00+05:30,59.3,50.6,0.0751,6.78,90.3,16.5,17.7,231.0,0.3,,,,
2025-10-20 08:00:00+05:30,66.6,49.1,0.0802,6.7,89.8,15.8,18.3,137.0,0.3,,,,
2025-10-20 09:00:00+05:30,37.9,82.7,0.0749,7.55,82.8,13.8,21.7,141.0,0.3,,,,
2025-10-20 10:00:00+05:30,4.1,69.6,0.0404,40.4,66.0,11.9,25.9,148.0,0.425,,,,
2025-10-20 15:00:00+05:30,1.5,24.1,0.014,158.0,50.0,3.3,30.0,151.0,0.45,,,,
2025-10-20 16:00:00+05:30,1.75,35.7,0.0204,118.0,56.0,3.33,28.7,215.0,0.325,,,,
2025-10-20 17:00:00+05:30,2.13,47.4,0.027,65.3,67.0,4.48,27.0,194.0,0.3,,,,
2025-10-20 18:00:00+05:30,4.35,82.4,0.0474,20.1,75.0,6.88,25.1,231.0,0.3,,,,
2025-10-20 19:00:00+05:30,60.1,102.0,0.103,4.7,81.8,13.6,23.2,238.0,0.3,,,,
2025-10-20 20:00:00+05:30,116.0,80.0,0.137,5.3,84.8,23.0,22.3,216.0,0.3,,,,
2025-10-20 21:00:00+05:30,163.0,70.5,0.17,6.8,86.0,41.2,21.8,200.0,0.3,,,,
2025-10-20 23:00:00+05:30,174.0,74.4,0.181,4.97,86.0,73.8,20.4,171.0,0.3,,,,
2025-10-21 00:00:00+05:30,183.0,61.5,0.182,6.0,87.0,79.2,19.9,182.0,0.3,,,,
2025-10-21 01:00:00+05:30,194.0,42.3,0.18,7.15,89.0,74.3,19.7,178.0,0.3,,,,
2025-10-21 02:00:00+05:30,178.0,36.7,0.164,5.7,89.5,59.8,19.3,211.0,0.3,,,,
2025-10-21 03:00:00+05:30,158.0,29.3,0.144,5.2,90.0,47.9,18.9,198.0,0.3,,,,
2025-10-21 04:00:00+05:30,146.0,24.1,0.132,1.98,91.0,44.9,18.8,223.0,0.3,,,,
2025-10-21 05:00:00+05:30,137.0,20.1,0.122,3.53,91.3,33.6,18.8,238.0,0.3,,,,
2025-10-21 06:00:00+05:30,137.0,20.1,0.122,3.63,91.7,29.0,18.9,206.0,0.3,,,,
2025-10-21 07:00:00+05:30,134.0,23.8,0.121,3.13,92.0,25.9,18.8,188.0,0.3,,,,
2025-10-21 08:00:00+05:30,69.2,37.8,0.0763,2.13,91.0,22.3,19.5,177.0,0.3,,,,
2025-10-21 09:00:00+05:30,8.83,48.0,0.0327,3.38,83.0,16.5,22.2,180.0,0.3,,,,
2025-10-21 10:00:00+05:30,3.6,38.2,0.0232,26.1,66.3,13.2,25.7,137.0,0.667,,,,
2025-10-21 11:00:00+05:30,2.58,30.6,0.0184,52.8,61.5,11.0,27.3,182.0,0.725,,,,
2025-10-21 12:00:00+05:30,1.93,18.5,0.0114,72.6,54.8,7.73,28.9,155.0,0.675,,,,
2025-10-21 13:00:00+05:30,2.23,14.3,0.00945,83.3,53.5,6.5,29.6,178.0,0.625,,,,
2025-10-21 14:00:00+05:30,2.1,12.1,0.0081,99.7,52.3,5.38,29.7,198.0,0.65,,,,
2025-10-21 15:00:00+05:30,1.95,13.1,0.00853,101.0,53.5,4.85,29.1,161.0,0.625,,,,
2025-10-21 16:00:00+05:30,1.83,13.0,0.00843,93.3,57.0,3.47,28.3,217.0,0.367,,,,
2025-10-21 17:00:00+05:30,1.9,36.3,0.0208,60.8,64.8,2.68,26.9,237.0,0.3,,,,
2025-10-21 18:00:00+05:30,2.65,47.8,0.0276,22.3,76.3,4.23,24.8,253.0,0.3,,,,
2025-10-21 19:00:00+05:30,24.2,66.5,0.0551,6.57,82.0,8.17,22.9,235.0,0.3,,,,
2025-10-21 20:00:00+05:30,84.6,67.9,0.105,5.08,84.5,11.8,22.1,202.0,0.3,,,,
2025-10-21 21:00:00+05:30,210.0,64.5,0.205,5.77,87.3,17.1,21.2,299.0,0.3,,,,
2025-10-21 22:00:00+05:30,177.0,57.3,0.174,4.5,88.0,17.0,21.1,243.0,0.3,,,,
2025-10-21 23:00:00+05:30,148.0,43.1,0.143,4.7,88.8,16.2,20.5,231.0,0.3,,,,
2025-10-22 00:00:00+05:30,134.0,35.7,0.128,4.53,89.7,16.9,20.1,232.0,0.3,,,,
2025-10-22 01:00:00+05:30,126.0,51.6,0.13,4.55,90.0,20.5,19.8,208.0,0.3,,,,
2025-10-22 02:00:00+05:30,118.0,37.6,0.116,4.53,90.0,19.8,19.6,165.0,0.3,,,,
2025-10-22 03:00:00+05:30,101.0,41.8,0.104,5.13,90.0,18.4,19.4,218.0,0.3,,,,
2025-10-22 04:00:00+05:30,108.0,32.1,0.105,5.25,91.0,17.3,19.1,187.0,0.3,,,,
2025-10-22 05:00:00+05:30,95.1,27.5,0.092,5.2,91.0,16.9,19.0,218.0,0.3,,,,
2025-10-22 06:00:00+05:30,79.2,30.1,0.0804,4.23,91.0,16.1,18.6,187.0,0.3,,,,
2025-10-22 07:00:00+05:30,68.1,39.9,0.0766,4.63,90.8,16.6,18.6,146.0,0.3,,,,
2025-10-22 08:00:00+05:30,72.4,49.9,0.0853,4.63,89.3,15.4,19.6,174.0,0.3,,,,
2025-10-22 09:00:00+05:30,51.8,90.1,0.09,5.2,84.8,14.2,22.1,213.0,0.3,,,,
2025-10-22 10:00:00+05:30,5.48,73.9,0.0438,24.2,73.3,13.7,24.6,211.0,0.35,,,,
2025-10-22 11:00:00+05:30,2.13,44.4,0.0253,67.3,64.3,14.0,26.9,206.0,0.633,,,,
2025-10-22 12:00:00+05:30,1.8,31.2,0.0181,96.4,58.8,12.6,28.6,207.0,0.9,,,,
2025-10-22 13:00:00+05:30,1.95,26.5,0.0157,116.0,55.0,10.9,29.4,205.0,0.975,,,,
2025-10-22 14:00:00+05:30,2.07,23.0,0.0139,127.0,54.0,9.2,29.4,203.0,0.733,,,,
2025-10-22 15:00:00+05:30,2.65,20.5,0.0131,126.0,53.0,8.2,29.1,205.0,0.9,,,,
2025-10-22 16:00:00+05:30,1.93,21.5,0.013,106.0,55.3,5.7,28.1,187.0,0.367,,,,
2025-10-22 17:00:00+05:30,1.58,40.5,0.0228,80.7,60.8,6.03,26.9,224.0,0.3,,,,
2025-10-22 18:00:00+05:30,3.05,69.8,0.0396,41.7,66.8,7.15,24.0,208.0,0.3,,,,
2025-10-22 19:00:00+05:30,20.4,118.0,0.0793,4.83,71.0,8.63,21.8,179.0,0.3,,,,
2025-10-22 20:00:00+05:30,65.1,106.0,0.109,4.23,74.3,10.1,20.6,228.0,0.3,,,,
2025-10-22 21:00:00+05:30,78.8,86.6,0.11,5.28,78.8,12.2,19.5,150.0,0.3,,,,
2025-10-22 22:00:00+05:30,86.1,82.1,0.114,3.75,81.5,14.6,19.0,211.0,0.3,,,,
2025-10-22 23:00:00+05:30,91.1,75.9,0.114,4.65,82.5,13.6,18.4,246.0,0.3,,,,
2025-10-23 00:00:00+05:30,93.6,67.9,0.112,4.1,85.0,14.8,18.1,231.0,0.3,,,,
2025-10-23 01:00:00+05:30,64.3,61.4,0.0849,3.65,86.0,13.7,17.4,244.0,0.3,,,,
2025-10-23 02:00:00+05:30,30.8,62.0,0.058,4.03,84.5,13.7,17.1,248.0,0.3,,,,
2025-10-23 03:00:00+05:30,31.3,56.4,0.0554,5.0,85.0,12.4,17.0,251.0,0.3,,,,
2025-10-23 04:00:00+05:30,27.8,63.4,0.0563,4.03,85.0,11.9,16.8,216.0,0.3,,,,
2025-10-23 05:00:00+05:30,20.4,57.9,0.0473,3.7,85.5,11.5,16.3,208.0,0.3,,,,
2025-10-23 06:00:00+05:30,10.4,53.4,0.0368,3.95,84.5,10.2,16.3,192.0,0.3,,,,
2025-10-23 07:00:00+05:30,22.2,56.4,0.048,3.93,84.5,9.58,15.8,211.0,0.3,,,,
2025-10-23 08:00:00+05:30,15.8,64.0,0.0469,5.6,82.5,10.1,16.4,193.0,0.3,,,,
2025-10-23 09:00:00+05:30,10.4,61.9,0.0414,14.3,73.5,9.78,20.2,198.0,0.375,,,,
2025-10-23 10:00:00+05:30,4.85,52.6,0.032,42.3,62.8,9.13,23.4,197.0,0.55,,,,
2025-10-23 11:00:00+05:30,1.98,44.6,0.0253,91.1,54.0,8.7,26.7,219.0,0.35,,,,
2025-10-23 12:00:00+05:30,2.43,35.1,0.0206,129.0,48.8,9.6,28.8,196.0,0.5,,,,
2025-10-23 13:00:00+05:30,1.33,31.2,0.0177,156.0,46.5,9.45,29.8,187.0,0.5,,,,
2025-10-23 14:00:00+05:30,1.75,25.8,0.0151,158.0,44.8,8.65,29.3,178.0,0.675,,,,
2025-10-23 15:00:00+05:30,1.9,21.7,0.0131,138.0,42.8,7.55,28.7,206.0,0.625,,,,
2025-10-23 16:00:00+05:30,2.0,32.1,0.0187,107.0,46.0,6.35,27.9,197.0,0.375,,,,
2025-10-23 17:00:00+05:30,2.4,52.4,0.0298,62.1,56.8,5.85,26.1,199.0,0.3,,,,
2025-10-23 18:00:00+05:30,4.15,92.5,0.0526,15.3,62.3,7.18,23.0,177.0,0.3,,,,
2025-10-23 19:00:00+05:30,37.2,112.0,0.0896,3.43,66.0,8.03,20.7,170.0,0.3,,,,
2025-10-23 20:00:00+05:30,94.0,103.0,0.131,6.18,74.8,13.1,19.1,155.0,0.3,,,,
2025-10-23 21:00:00+05:30,135.0,81.1,0.153,5.38,78.8,16.1,18.2,217.0,0.3,,,,
2025-10-23 22:00:00+05:30,166.0,66.6,0.17,6.08,82.5,17.0,17.5,132.0,0.3,,,,
2025-10-23 23:00:00+05:30,166.0,55.1,0.164,5.3,84.8,17.1,16.9,213.0,0.3,,,,
2025-10-24 00:00:00+05:30,164.0,46.1,0.158,4.53,86.7,18.2,16.3,184.0,0.3,,,,
2025-10-24 01:00:00+05:30,191.0,39.8,0.177,5.2,88.0,15.6,19.9,193.0,0.3,,,,
2025-10-24 02:00:00+05:30,141.0,49.5,0.141,4.08,89.0,15.2,19.5,195.0,0.3,,,,
2025-10-24 03:00:00+05:30,96.5,58.0,0.109,4.0,88.3,13.9,19.3,223.0,0.3,,,,
2025-10-24 04:00:00+05:30,95.5,51.9,0.105,3.9,88.3,12.9,19.0,219.0,0.3,,,,
2025-10-24 05:00:00+05:30,121.0,57.4,0.129,4.0,88.0,13.1,19.1,267.0,0.3,,,,
2025-10-24 06:00:00+05:30,95.2,66.8,0.113,2.78,86.3,12.3,19.2,228.0,0.3,,,,
2025-10-24 07:00:00+05:30,72.6,75.0,0.0989,3.4,82.0,10.9,18.9,218.0,0.3,,,,
2025-10-24 08:00:00+05:30,109.0,79.8,0.131,5.18,82.0,10.6,19.9,200.0,0.3,,,,
2025-10-24 09:00:00+05:30,70.5,102.0,0.111,5.5,72.3,9.53,23.9,183.0,0.433,,,,
2025-10-24 10:00:00+05:30,16.0,88.5,0.0601,21.1,57.5,8.43,27.7,204.0,0.85,,,,
2025-10-24 11:00:00+05:30,2.88,42.0,0.0247,70.4,51.0,7.78,30.1,205.0,1.13,,,,
2025-10-24 12:00:00+05:30,2.03,33.9,0.0197,121.0,47.0,7.67,32.7,216.0,0.633,,,,
2025-10-24 13:00:00+05:30,2.13,25.8,0.0155,138.0,44.3,6.6,33.7,191.0,0.775,,,,
2025-10-24 14:00:00+05:30,1.9,17.7,0.0109,139.0,41.3,5.18,33.7,209.0,0.6,,,,
2025-10-24 15:00:00+05:30,1.78,17.6,0.0108,142.0,41.8,4.9,32.6,151.0,0.4,,,,
2025-10-24 16:00:00+05:30,1.55,21.0,0.0124,133.0,46.3,4.7,31.6,148.0,0.35,,,,
2025-10-24 17:00:00+05:30,1.98,50.2,0.0283,67.8,59.8,5.0,30.2,168.0,0.3,,,,
2025-10-24 18:00:00+05:30,4.3,78.6,0.0453,18.6,72.0,6.63,26.8,219.0,0.3,,,,
2025-10-24 19:00:00+05:30,52.5,104.0,0.0979,5.87,77.7,9.47,24.5,228.0,0.3,,,,
2025-10-24 20:00:00+05:30,139.0,84.3,0.158,6.3,82.8,13.1,23.3,209.0,0.3,,,,
2025-10-24 21:00:00+05:30,175.0,73.9,0.182,5.78,84.8,15.6,22.6,219.0,0.3,,,,
2025-10-24 22:00:00+05:30,206.0,61.1,0.2,5.3,86.0,15.7,22.0,195.0,0.3,,,,
2025-10-24 23:00:00+05:30,176.0,70.7,0.181,3.93,85.5,15.8,21.5,216.0,0.3,,,,
2025-10-25 00:00:00+05:30,147.0,85.4,0.165,4.4,82.3,14.1,21.4,204.0,0.3,,,,
2025-10-25 01:00:00+05:30,185.0,55.7,0.18,5.35,85.5,11.6,20.7,218.0,0.3,,,,
2025-10-25 02:00:00+05:30,176.0,47.4,0.168,5.48,86.8,11.8,20.3,181.0,0.3,,,,
2025-10-25 03:00:00+05:30,137.0,45.5,0.136,4.58,88.0,11.5,19.9,222.0,0.3,,,,
2025-10-25 04:00:00+05:30,150.0,49.5,0.148,4.75,88.3,11.0,19.7,202.0,0.325,,,,
2025-10-25 05:00:00+05:30,164.0,47.2,0.159,5.05,89.0,11.3,19.5,173.0,0.3,,,,
2025-10-25 06:00:00+05:30,155.0,42.8,0.149,4.63,89.5,10.9,19.1,184.0,0.3,,,,
2025-10-25 07:00:00+05:30,147.0,39.3,0.141,5.15,90.0,11.2,19.0,191.0,0.3,,,,
2025-10-25 08:00:00+05:30,174.0,42.2,0.164,6.75,89.8,13.5,20.0,199.0,0.3,,,,
2025-10-25 09:00:00+05:30,103.0,92.8,0.133,4.3,82.0,13.0,23.5,191.0,0.3,,,,
2025-10-25 10:00:00+05:30,16.9,104.0,0.0691,18.2,60.0,10.4,27.8,179.0,0.35,,,,
2025-10-25 11:00:00+05:30,3.73,75.6,0.0432,82.1,51.7,8.27,30.5,186.0,0.4,,,,
2025-10-25 12:00:00+05:30,2.1,69.9,0.0389,165.0,48.0,8.03,32.3,208.0,0.7,,,,
2025-10-25 13:00:00+05:30,1.88,46.1,0.026,191.0,45.3,6.9,32.8,191.0,0.7,,,,
2025-10-25 14:00:00+05:30,1.78,39.6,0.0225,206.0,43.5,5.03,33.2,176.0,0.55,,,,
2025-10-25 15:00:00+05:30,2.03,17.0,0.0106,134.0,43.0,3.13,32.5,173.0,0.325,,,,
2025-10-25 16:00:00+05:30,1.58,24.8,0.0145,154.0,47.8,3.1,31.3,218.0,0.3,,,,
2025-10-25 17:00:00+05:30,1.9,62.5,0.0348,70.0,61.7,4.1,28.7,221.0,0.3,,,,
2025-10-25 18:00:00+05:30,12.7,105.0,0.0663,17.0,72.5,4.58,26.2,167.0,0.3,,,,
2025-10-25 19:00:00+05:30,57.4,109.0,0.105,9.5,81.5,8.35,24.2,179.0,0.3,,,,
2025-10-25 20:00:00+05:30,121.0,113.0,0.158,7.1,83.7,10.0,23.2,142.0,0.3,,,,
2025-10-25 21:00:00+05:30,153.0,89.8,0.173,7.75,85.3,12.8,22.6,193.0,0.3,,,,
2025-10-25 22:00:00+05:30,184.0,83.0,0.194,7.18,86.5,13.9,21.8,184.0,0.3,,,,
2025-10-25 23:00:00+05:30,213.0,60.7,0.205,6.55,87.8,14.6,21.3,174.0,0.3,,,,
2025-10-26 00:00:00+05:30,207.0,55.0,0.197,6.83,88.0,14.8,20.5,233.0,0.3,,,,
2025-10-26 01:00:00+05:30,165.0,45.4,0.159,7.0,89.5,16.0,20.1,239.0,0.3,,,,
2025-10-26 02:00:00+05:30,150.0,50.0,0.148,6.05,90.0,15.3,19.5,183.0,0.325,,,,
2025-10-26 03:00:00+05:30,128.0,51.9,0.132,5.68,90.0,15.1,19.0,239.0,0.3,,,,
2025-10-26 04:00:00+05:30,112.0,40.1,0.112,6.38,90.5,13.9,18.5,258.0,0.3,,,,
2025-10-26 05:00:00+05:30,98.3,38.3,0.1,6.08,91.0,13.0,18.2,244.0,0.3,,,,
2025-10-26 06:00:00+05:30,73.2,36.6,0.0789,5.7,91.5,12.3,17.8,236.0,0.3,,,,
2025-10-26 07:00:00+05:30,66.2,32.4,0.071,5.8,92.0,13.2,17.6,236.0,0.3,,,,
2025-10-26 08:00:00+05:30,56.9,51.8,0.0738,6.65,91.8,15.5,18.6,218.0,0.3,,,,
2025-10-26 09:00:00+05:30,15.8,77.9,0.0543,10.1,80.3,13.0,23.7,141.0,0.325,,,,
2025-10-26 10:00:00+05:30,3.98,45.1,0.0272,50.8,58.0,10.2,28.8,201.0,0.475,,,,
2025-10-26 11:00:00+05:30,2.15,40.1,0.0231,103.0,51.0,9.0,31.1,217.0,0.55,,,,
2025-10-27 03:00:00+05:30,115.0,41.5,0.115,6.9,88.0,10.0,19.6,258.0,0.3,,,,
2025-10-27 04:00:00+05:30,84.7,39.5,0.0899,6.9,89.0,8.5,18.9,146.0,0.3,,,,
2025-10-27 05:00:00+05:30,66.4,31.0,0.0704,5.95,90.0,7.2,18.7,236.0,0.3,,,,
2025-10-27 06:00:00+05:30,61.6,27.3,0.0646,5.75,90.0,7.18,18.5,244.0,0.3,,,,
2025-10-27 07:00:00+05:30,66.1,30.1,0.0698,6.1,90.8,7.08,18.4,219.0,0.3,,,,
2025-10-27 08:00:00+05:30,157.0,36.9,0.147,6.93,91.0,8.53,19.3,161.0,0.3,,,,
2025-10-27 09:00:00+05:30,101.0,86.3,0.128,6.5,86.3,9.03,22.4,141.0,0.4,,,,
2025-10-27 10:00:00+05:30,30.4,134.0,0.0959,9.15,71.3,8.33,25.9,166.0,0.375,,,,
2025-10-27 11:00:00+05:30,7.35,102.0,0.0604,33.2,61.5,7.25,28.1,116.0,0.55,,,,
2025-10-27 12:00:00+05:30,3.6,79.3,0.0451,66.9,58.3,6.13,29.2,152.0,0.533,,,,
2025-10-27 13:00:00+05:30,2.43,81.0,0.0451,110.0,57.0,5.15,29.9,132.0,0.55,,,,
2025-10-27 14:00:00+05:30,2.33,57.6,0.0325,102.0,54.0,4.18,29.8,111.0,0.75,,,,
2025-10-27 15:00:00+05:30,2.05,49.7,0.0281,85.0,57.0,2.85,28.5,137.0,0.4,,,,
2025-10-27 16:00:00+05:30,2.35,63.0,0.0354,67.2,61.3,2.15,27.2,103.0,0.675,,,,
2025-10-27 17:00:00+05:30,2.75,67.9,0.0384,48.0,63.3,1.85,26.4,143.0,0.45,,,,
2025-10-27 18:00:00+05:30,3.18,62.0,0.0355,40.9,65.3,1.55,25.2,135.0,0.675,,,,
2025-10-27 19:00:00+05:30,3.48,58.3,0.0338,43.1,65.8,1.35,24.2,155.0,0.825,,,,
2025-10-27 20:00:00+05:30,2.85,51.4,0.0297,48.1,66.3,1.05,23.6,155.0,0.725,,,,
2025-10-27 21:00:00+05:30,2.38,52.2,0.0297,45.7,68.3,0.8,23.1,167.0,0.475,,,,
2025-10-27 22:00:00+05:30,2.38,51.8,0.0295,35.9,71.5,,22.6,129.0,0.35,,,,
2025-10-27 23:00:00+05:30,2.1,47.0,0.0268,38.1,73.3,0.1,22.3,111.0,0.9,,,,
2025-10-28 00:00:00+05:30,1.93,47.5,0.0268,37.2,74.0,4.8,22.1,105.0,0.533,,,,
2025-10-28 01:00:00+05:30,1.85,39.6,0.0225,28.0,78.5,12.2,21.2,133.0,0.3,,,,
2025-10-28 02:00:00+05:30,2.2,40.8,0.0235,16.8,81.0,13.0,21.1,185.0,0.3,,,,
2025-10-28 03:00:00+05:30,14.3,55.7,0.0412,7.1,83.3,12.8,20.8,150.0,0.3,,,,
2025-10-28 04:00:00+05:30,30.7,61.0,0.0574,6.95,84.8,13.8,20.6,151.0,0.3,,,,
2025-10-28 05:00:00+05:30,26.4,61.4,0.0542,6.9,85.0,13.8,20.6,162.0,0.3,,,,
2025-10-28 06:00:00+05:30,29.8,56.4,0.0542,6.33,84.5,13.9,21.0,196.0,0.3,,,,
2025-10-28 07:00:00+05:30,39.3,50.7,0.059,5.4,84.8,14.3,21.0,187.0,0.3,,,,
2025-10-28 08:00:00+05:30,21.6,63.2,0.0512,5.95,80.3,14.0,21.8,148.0,0.425,,,,
2025-10-28 09:00:00+05:30,9.1,61.6,0.0402,13.7,75.5,14.8,22.8,152.0,0.375,,,,
2025-10-28 10:00:00+05:30,6.37,64.0,0.0392,30.5,70.3,14.2,24.3,141.0,0.533,,,,
2025-10-28 11:00:00+05:30,4.25,53.1,0.0317,63.8,65.0,14.5,25.7,155.0,0.65,,,,
2025-10-28 13:00:00+05:30,1.8,42.1,0.0239,93.3,61.0,17.1,26.9,105.0,0.4,,,,
2025-10-28 14:00:00+05:30,1.38,45.1,0.0251,87.2,65.5,16.8,26.4,201.0,0.45,,,,
2025-10-28 15:00:00+05:30,2.23,53.2,0.0301,74.2,67.8,16.6,26.5,237.0,0.35,,,,
2025-10-28 16:00:00+05:30,2.75,52.0,0.0299,79.3,69.8,15.1,26.4,205.0,0.3,,,,
2025-10-28 17:00:00+05:30,2.23,73.2,0.0408,57.2,72.3,16.2,25.8,226.0,0.3,,,,
