Local Time,CO,NO,NOX,PM10,PM25,RELATIVEHUMIDITY,SO2,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,NO2,O3,NH3
2025-02-21 07:00:00+05:30,1.93,11.7,0.0306,117.0,76.4,85.6,0.8,14.3,127.0,0.43,,,
2025-02-21 08:00:00+05:30,1.94,11.4,0.0283,122.0,93.2,86.5,0.97,14.9,130.0,0.647,,,
2025-02-21 12:00:00+05:30,1.78,11.1,0.029,148.0,0.0,32.1,1.05,24.2,276.0,1.21,,,
2025-02-21 13:00:00+05:30,1.36,11.3,0.0304,133.0,0.0,32.1,1.14,24.6,78.1,0.99,,,
2025-02-21 14:00:00+05:30,2.16,11.5,0.0315,134.0,33.9,38.7,1.28,24.0,90.1,1.5,,,
2025-02-21 15:00:00+05:30,1.83,11.5,0.0307,150.0,0.0,46.4,1.21,23.2,89.0,1.73,,,
2025-02-21 16:00:00+05:30,0.245,0.0,0.0,0.0,0.0,24.2,0.0,11.2,46.0,0.74,,,
2025-02-21 17:00:00+05:30,1.53,11.6,0.0306,145.0,0.0,49.3,1.53,22.1,91.0,1.79,,,
2025-02-22 11:00:00+05:30,1.34,9.54,0.0238,83.3,65.0,52.1,0.825,20.4,78.0,1.65,,,
2025-02-22 12:00:00+05:30,1.83,10.3,0.0273,90.4,65.0,45.1,0.63,21.0,80.8,1.54,,,
2025-02-22 13:00:00+05:30,2.37,10.1,0.0273,99.6,65.0,38.2,0.683,22.0,74.3,1.86,,,
2025-02-22 14:00:00+05:30,1.25,10.7,0.0298,97.1,65.0,38.9,0.643,22.2,86.5,1.71,,,
2025-02-22 15:00:00+05:30,3.58,11.1,0.0306,88.5,65.0,35.2,0.725,22.6,82.9,1.72,,,
2025-02-22 16:00:00+05:30,4.11,11.3,0.0306,81.0,65.0,34.6,0.715,22.7,80.7,1.6,,,
2025-02-22 17:00:00+05:30,2.02,10.5,0.0285,72.1,65.0,35.8,0.78,22.6,62.3,1.36,,,
2025-02-22 18:00:00+05:30,2.42,11.0,0.0299,67.3,65.0,39.0,0.8,21.8,65.5,1.3,,,
2025-02-22 19:00:00+05:30,2.76,11.3,0.0318,68.7,65.0,45.5,1.52,20.4,70.1,1.3,,,
2025-02-22 20:00:00+05:30,0.706,14.5,0.0405,71.6,65.0,52.2,1.12,19.8,80.9,1.18,,,
2025-02-22 21:00:00+05:30,0.0783,12.6,0.0336,88.7,65.0,51.9,0.9,19.2,89.9,1.09,,,
2025-02-22 22:00:00+05:30,0.402,11.5,0.0306,96.3,65.0,54.5,0.87,18.6,85.8,0.96,,,
2025-02-22 23:00:00+05:30,2.45,12.1,0.0317,102.0,65.0,59.6,1.16,18.0,86.7,1.04,,,
2025-02-23 00:00:00+05:30,2.44,12.5,0.0333,108.0,65.0,61.1,0.85,17.9,107.0,1.32,,,
2025-02-23 01:00:00+05:30,1.75,11.9,0.0325,111.0,65.0,63.2,0.81,17.4,83.1,1.08,,,
2025-02-23 02:00:00+05:30,1.84,10.4,0.0269,107.0,65.0,64.1,0.79,17.1,86.0,0.963,,,
2025-02-23 03:00:00+05:30,1.75,11.1,0.0289,113.0,65.0,64.0,0.77,16.9,83.9,0.985,,,
2025-02-23 04:00:00+05:30,1.91,11.4,0.0303,108.0,65.0,65.6,0.623,16.7,81.4,0.997,,,
2025-02-23 05:00:00+05:30,1.63,11.6,0.0304,90.5,65.0,68.4,0.685,16.3,82.6,1.05,,,
2025-02-23 06:00:00+05:30,1.57,12.0,0.0309,85.5,65.0,71.4,0.823,16.0,55.9,1.01,,,
2025-02-23 07:00:00+05:30,1.73,12.8,0.0334,89.6,65.0,73.7,0.897,15.6,78.2,0.813,,,
2025-02-23 08:00:00+05:30,1.7,11.5,0.0295,90.4,65.0,70.0,0.763,16.4,75.6,0.958,,,
2025-02-23 09:00:00+05:30,2.33,12.0,0.0308,93.9,65.0,59.8,0.638,18.3,61.2,1.17,,,
2025-02-23 10:00:00+05:30,1.76,12.2,0.0302,110.0,65.0,51.1,0.767,20.2,60.4,1.2,,,
2025-02-23 11:00:00+05:30,1.88,12.3,0.0316,112.0,65.0,42.6,0.983,21.9,63.6,1.12,,,
2025-02-23 12:00:00+05:30,2.15,9.13,0.0225,112.0,65.0,37.7,1.0,22.8,86.7,1.37,,,
2025-02-23 13:00:00+05:30,2.87,9.34,0.0243,110.0,65.0,35.4,0.97,23.6,81.0,1.41,,,
2025-02-23 14:00:00+05:30,2.5,11.0,0.0301,107.0,65.0,30.8,0.98,24.5,75.9,1.27,,,
2025-02-23 15:00:00+05:30,2.74,11.0,0.03,104.0,65.0,28.6,0.825,24.7,108.0,1.51,,,
2025-02-23 16:00:00+05:30,2.85,11.1,0.0301,95.5,65.0,29.4,0.863,24.6,93.3,1.48,,,
2025-02-23 17:00:00+05:30,2.06,11.0,0.0299,88.0,65.0,32.4,0.75,23.8,96.9,1.59,,,
2025-02-23 18:00:00+05:30,2.14,11.3,0.0307,96.5,65.0,36.8,0.768,22.7,89.7,1.42,,,
2025-02-23 19:00:00+05:30,2.29,11.6,0.0314,99.6,65.0,42.1,1.14,21.5,90.4,1.27,,,
2025-02-23 20:00:00+05:30,1.61,14.5,0.0407,99.6,65.0,46.8,1.34,20.8,89.0,1.01,,,
2025-02-23 21:00:00+05:30,1.25,13.5,0.0364,108.0,65.0,51.1,1.08,20.1,92.0,0.978,,,
2025-02-23 22:00:00+05:30,0.968,11.9,0.0305,128.0,65.0,53.9,0.938,19.8,110.0,1.11,,,
2025-02-23 23:00:00+05:30,2.14,11.6,0.03,142.0,65.0,62.6,0.82,18.3,100.0,0.635,,,
2025-02-24 00:00:00+05:30,1.93,12.5,0.0304,149.0,65.0,71.0,0.88,17.1,142.0,1.2,,,
2025-02-24 01:00:00+05:30,1.33,11.5,0.0305,142.0,65.0,67.6,1.06,17.2,135.0,0.75,,,
2025-02-24 02:00:00+05:30,1.8,11.8,0.0307,124.0,65.0,71.7,1.03,16.3,130.0,0.763,,,
2025-02-24 03:00:00+05:30,1.69,12.2,0.0325,122.0,65.0,79.3,0.933,15.3,149.0,0.323,,,
2025-02-24 04:00:00+05:30,1.67,11.9,0.0303,121.0,65.0,85.2,1.05,14.3,154.0,0.665,,,
2025-02-24 05:00:00+05:30,1.26,11.5,0.029,116.0,65.0,84.9,1.06,14.8,125.0,0.548,,,
2025-02-24 06:00:00+05:30,1.39,11.8,0.0298,114.0,65.0,80.2,0.817,15.7,59.9,0.837,,,
2025-02-24 07:00:00+05:30,1.09,11.5,0.029,113.0,65.0,75.3,1.1,16.2,51.7,1.04,,,
2025-02-24 08:00:00+05:30,2.29,13.6,0.0338,119.0,65.0,70.7,1.05,17.1,84.9,0.933,,,
2025-02-24 09:00:00+05:30,1.75,8.63,0.0187,130.0,65.0,61.1,0.918,19.0,93.1,1.23,,,
2025-02-24 10:00:00+05:30,1.8,10.2,0.0267,149.0,65.0,54.2,1.07,20.6,80.3,1.22,,,
2025-02-24 11:00:00+05:30,2.43,9.7,0.0255,140.0,65.0,46.0,1.03,22.3,98.2,1.23,,,
2025-02-24 12:00:00+05:30,2.9,9.21,0.0249,128.0,65.0,37.6,0.827,23.8,90.9,1.07,,,
2025-02-24 13:00:00+05:30,1.91,10.2,0.0299,126.0,65.0,31.7,0.903,24.5,92.0,1.4,,,
2025-02-24 14:00:00+05:30,2.07,14.5,0.0412,124.0,65.0,30.6,1.2,24.7,104.0,1.51,,,
2025-02-24 15:00:00+05:30,1.07,9.31,0.0238,114.0,65.0,28.5,1.33,25.2,104.0,1.37,,,
2025-02-24 16:00:00+05:30,2.89,7.84,0.0216,105.0,65.0,27.2,1.12,25.1,94.9,1.53,,,
2025-02-24 17:00:00+05:30,1.4,10.2,0.0283,93.9,65.0,29.7,0.933,24.4,87.6,1.36,,,
2025-02-24 18:00:00+05:30,2.0,10.6,0.0296,91.9,65.0,34.3,0.843,23.5,91.6,1.57,,,
2025-02-24 19:00:00+05:30,1.56,11.2,0.0314,93.1,65.0,38.9,0.798,22.2,89.6,1.35,,,
2025-02-24 20:00:00+05:30,2.33,10.8,0.0303,94.8,65.0,44.7,1.14,21.3,86.7,0.983,,,
2025-02-24 21:00:00+05:30,0.626,12.9,0.0367,101.0,65.0,57.7,1.05,18.9,66.5,0.523,,,
2025-02-24 22:00:00+05:30,0.001,14.6,0.0394,116.0,65.0,58.0,1.13,19.0,77.7,0.85,,,
2025-02-24 23:00:00+05:30,3.45,9.59,0.0244,128.0,65.0,60.8,1.07,18.2,95.1,0.753,,,
2025-02-25 00:00:00+05:30,5.33,6.98,0.0174,131.0,65.0,63.0,0.8,17.6,60.5,0.72,,,
2025-02-25 01:00:00+05:30,5.31,10.0,0.0277,134.0,65.0,69.5,0.71,16.5,161.0,0.29,,,
2025-02-25 02:00:00+05:30,1.4,10.4,0.0286,135.0,65.0,75.0,0.838,15.9,263.0,0.51,,,
2025-02-25 03:00:00+05:30,0.959,10.4,0.029,130.0,65.0,75.9,0.875,15.8,180.0,0.448,,,
2025-02-25 04:00:00+05:30,1.04,10.4,0.0294,113.0,65.0,77.5,0.7,15.8,182.0,0.8,,,
2025-02-25 05:00:00+05:30,2.41,10.3,0.0292,101.0,65.0,77.1,0.75,16.1,177.0,0.788,,,
2025-02-25 06:00:00+05:30,2.4,10.5,0.0295,100.0,65.0,78.2,0.73,15.7,69.3,0.35,,,
2025-02-25 07:00:00+05:30,2.71,12.6,0.033,88.6,65.0,76.3,0.853,16.3,36.0,0.623,,,
2025-02-25 08:00:00+05:30,2.94,13.9,0.0347,123.0,65.0,74.2,1.1,17.2,236.0,0.697,,,
2025-02-25 09:00:00+05:30,1.93,14.1,0.037,145.0,65.0,58.8,1.16,19.6,41.1,0.968,,,
2025-02-25 10:00:00+05:30,0.41,15.4,0.0403,155.0,65.0,51.7,1.18,21.4,83.6,1.05,,,
2025-02-25 11:00:00+05:30,1.61,15.5,0.0416,161.0,65.0,45.5,1.86,22.8,84.3,1.26,,,
2025-02-25 12:00:00+05:30,2.28,9.09,0.0224,165.0,21.7,34.9,1.33,24.2,84.5,1.21,,,
2025-02-25 13:00:00+05:30,3.09,7.69,0.0187,154.0,23.0,31.8,1.08,25.0,105.0,1.01,,,
2025-02-25 14:00:00+05:30,1.99,11.3,0.0309,147.0,1.45,25.4,1.35,25.6,122.0,1.02,,,
2025-02-25 15:00:00+05:30,2.53,10.8,0.0295,127.0,1.28,21.5,1.21,26.4,75.3,1.05,,,
2025-02-25 16:00:00+05:30,2.32,11.1,0.0301,110.0,28.0,21.6,8.46,26.4,95.3,1.11,,,
2025-02-25 17:00:00+05:30,1.4,11.1,0.0297,101.0,61.7,23.6,20.9,25.9,81.5,1.18,,,
2025-02-25 18:00:00+05:30,1.42,11.7,0.0313,102.0,62.3,28.2,21.7,24.7,85.5,1.14,,,
2025-02-25 19:00:00+05:30,1.66,12.2,0.0335,103.0,63.2,34.9,21.7,22.4,70.5,0.58,,,
2025-02-25 20:00:00+05:30,1.85,13.2,0.0358,112.0,68.5,52.1,32.0,19.1,163.0,0.287,,,
2025-02-25 21:00:00+05:30,0.383,14.9,0.0392,130.0,79.3,60.1,25.2,17.9,165.0,0.633,,,
2025-02-25 22:00:00+05:30,0.485,14.6,0.0345,143.0,87.3,63.9,28.6,17.5,242.0,0.737,,,
2025-02-25 23:00:00+05:30,3.76,17.5,0.0347,150.0,92.1,67.3,24.5,17.3,317.0,0.303,,,
2025-02-26 00:00:00+05:30,4.18,20.7,0.0348,155.0,94.6,69.3,34.5,17.2,1.16,0.67,,,
2025-02-26 01:00:00+05:30,4.05,40.3,0.039,182.0,111.0,71.3,37.2,17.0,308.0,0.665,,,
2025-02-26 02:00:00+05:30,4.59,36.3,0.035,195.0,119.0,70.6,37.3,17.1,137.0,0.518,,,
2025-02-26 03:00:00+05:30,3.77,31.9,0.0367,191.0,117.0,72.3,35.9,17.1,70.5,0.658,,,
2025-02-26 04:00:00+05:30,3.35,28.7,0.034,183.0,112.0,73.2,33.4,17.3,84.6,0.26,,,
2025-02-26 05:00:00+05:30,4.01,32.6,0.0346,175.0,107.0,72.4,35.6,17.1,145.0,0.283,,,
2025-02-26 06:00:00+05:30,4.14,32.7,0.0336,187.0,115.0,65.9,36.7,17.9,103.0,0.723,,,
2025-02-26 07:00:00+05:30,2.74,24.7,0.0264,222.0,136.0,63.6,38.5,18.1,78.0,0.625,,,
2025-02-26 08:00:00+05:30,5.06,18.3,0.019,247.0,151.0,66.0,42.3,18.1,141.0,0.293,,,
2025-02-26 09:00:00+05:30,5.2,12.9,0.0281,265.0,162.0,54.6,43.8,20.6,285.0,1.15,,,
2025-02-26 10:00:00+05:30,5.55,11.7,0.0284,271.0,166.0,43.6,43.1,22.8,276.0,1.65,,,
2025-02-26 11:00:00+05:30,2.18,11.6,0.0305,275.0,168.0,37.4,46.2,24.7,260.0,1.36,,,
2025-02-26 12:00:00+05:30,2.53,11.0,0.0284,256.0,157.0,33.2,43.9,26.5,284.0,1.18,,,
2025-02-26 13:00:00+05:30,2.12,11.2,0.03,241.0,147.0,29.2,39.1,27.7,282.0,1.35,,,
2025-02-26 14:00:00+05:30,1.8,10.5,0.0286,226.0,138.0,26.6,38.9,28.2,287.0,1.79,,,
2025-02-26 15:00:00+05:30,1.76,10.9,0.0299,189.0,116.0,23.5,35.8,28.8,245.0,0.945,,,
2025-02-26 16:00:00+05:30,1.84,11.3,0.0304,154.0,94.2,24.2,33.7,28.9,294.0,0.78,,,
2025-02-26 17:00:00+05:30,1.84,11.5,0.0314,144.0,87.9,26.6,29.2,28.2,102.0,1.08,,,
2025-02-26 18:00:00+05:30,1.99,11.3,0.0309,133.0,81.4,36.0,29.2,26.1,130.0,0.993,,,
2025-02-26 19:00:00+05:30,1.84,11.2,0.0299,149.0,91.3,53.2,37.7,22.9,202.0,0.815,,,
2025-02-26 20:00:00+05:30,1.63,11.8,0.0318,161.0,98.7,60.1,35.0,22.2,201.0,0.568,,,
2025-02-26 21:00:00+05:30,1.58,17.5,0.0431,178.0,109.0,47.6,33.5,23.9,188.0,0.705,,,
2025-02-26 22:00:00+05:30,1.36,15.8,0.0357,245.0,150.0,58.9,51.7,21.6,167.0,0.66,,,
2025-02-26 23:00:00+05:30,4.28,16.9,0.035,266.0,163.0,65.9,44.1,20.6,203.0,0.26,,,
2025-02-27 00:00:00+05:30,4.42,16.9,0.0297,266.0,163.0,67.8,42.1,,245.0,0.49,,,
2025-02-27 01:00:00+05:30,3.67,18.9,0.0276,269.0,165.0,74.9,35.5,20.2,223.0,0.565,,,
2025-02-27 02:00:00+05:30,3.91,19.5,0.0293,246.0,151.0,75.0,38.7,20.3,68.3,0.607,,,
2025-02-27 03:00:00+05:30,3.95,19.5,0.0316,224.0,137.0,77.2,36.6,20.1,321.0,0.465,,,
2025-02-27 04:00:00+05:30,2.85,18.9,0.0313,194.0,118.0,65.3,40.0,21.6,202.0,0.85,,,
2025-02-27 05:00:00+05:30,2.77,17.5,0.0357,196.0,120.0,64.9,42.7,21.5,156.0,0.675,,,
2025-02-27 06:00:00+05:30,2.93,14.0,0.0313,223.0,137.0,65.2,37.6,21.3,129.0,1.02,,,
2025-02-27 07:00:00+05:30,3.03,13.7,0.0304,233.0,142.0,63.4,41.3,21.2,201.0,0.73,,,
2025-02-27 08:00:00+05:30,2.62,8.67,0.0217,266.0,163.0,67.4,39.0,20.7,191.0,1.47,,,
2025-02-27 09:00:00+05:30,2.4,11.3,0.031,283.0,173.0,70.3,35.2,20.1,143.0,2.62,,,
2025-02-27 10:00:00+05:30,2.58,11.2,0.0298,197.0,120.0,70.3,34.5,19.9,147.0,2.12,,,
2025-02-27 11:00:00+05:30,2.08,11.4,0.0314,146.0,89.5,59.8,34.2,20.8,144.0,2.52,,,
2025-02-27 12:00:00+05:30,2.24,12.1,0.0318,79.7,48.7,54.9,28.7,22.0,160.0,1.21,,,
2025-02-27 13:00:00+05:30,2.02,11.5,0.0312,64.9,39.8,55.4,32.2,21.9,167.0,1.49,,,
2025-02-27 14:00:00+05:30,1.93,11.6,0.0312,70.0,42.7,56.0,29.5,22.1,151.0,1.89,,,
2025-02-27 15:00:00+05:30,1.52,11.0,0.0296,67.5,41.3,54.4,29.8,21.9,149.0,1.62,,,
2025-02-27 16:00:00+05:30,1.39,11.4,0.0303,63.1,38.7,52.1,31.0,21.7,191.0,0.903,,,
2025-02-27 17:00:00+05:30,1.91,11.0,0.0292,50.7,31.0,52.6,28.2,21.6,180.0,0.78,,,
2025-02-27 18:00:00+05:30,2.09,12.0,0.0316,53.2,32.6,56.1,26.0,21.0,236.0,0.815,,,
2025-02-27 19:00:00+05:30,2.03,11.9,0.0325,54.9,33.6,59.2,26.5,20.7,187.0,0.683,,,
2025-02-27 20:00:00+05:30,1.09,14.7,0.0408,59.0,36.1,64.4,25.0,20.1,219.0,0.293,,,
2025-02-27 21:00:00+05:30,0.44,10.4,0.025,76.3,46.7,63.5,26.8,19.8,264.0,0.49,,,
2025-02-27 22:00:00+05:30,0.544,7.52,0.016,92.6,56.7,63.3,30.8,19.7,257.0,0.74,,,
2025-02-27 23:00:00+05:30,2.95,11.3,0.0296,108.0,66.3,58.7,37.4,20.6,290.0,1.38,,,
2025-02-28 00:00:00+05:30,3.1,,0.0316,,70.7,58.3,29.9,20.6,,,,,
2025-02-28 01:00:00+05:30,2.69,12.4,0.0318,119.0,72.7,61.6,32.4,20.1,63.2,0.49,,,
2025-02-28 02:00:00+05:30,1.8,12.0,0.0317,116.0,71.0,61.4,28.3,20.0,234.0,0.833,,,
2025-02-28 03:00:00+05:30,2.06,11.2,0.0295,105.0,64.1,59.5,26.4,20.1,204.0,1.08,,,
2025-02-28 04:00:00+05:30,1.89,12.3,0.0317,100.0,61.2,62.2,27.5,19.7,211.0,0.865,,,
2025-02-28 05:00:00+05:30,3.29,10.4,0.0284,102.0,62.5,60.5,27.4,19.7,250.0,1.09,,,
2025-02-28 06:00:00+05:30,3.51,11.7,0.0316,104.0,63.6,63.7,25.3,19.3,231.0,0.993,,,
2025-02-28 07:00:00+05:30,3.46,12.4,0.0319,105.0,64.3,67.5,24.9,19.1,213.0,0.663,,,
2025-02-28 08:00:00+05:30,3.05,10.2,0.0273,110.0,67.1,68.7,24.0,19.1,250.0,1.32,,,
2025-02-28 09:00:00+05:30,3.89,11.6,0.0301,119.0,72.8,66.2,25.0,19.8,249.0,1.38,,,
2025-02-28 10:00:00+05:30,3.52,12.5,0.0327,128.0,78.6,64.0,19.5,20.5,232.0,0.987,,,
2025-02-28 11:00:00+05:30,1.79,12.0,0.0304,132.0,80.8,68.1,27.6,20.5,207.0,0.777,,,
2025-02-28 12:00:00+05:30,1.43,13.4,0.0339,130.0,0.0,63.0,30.7,21.0,261.0,2.32,,,
2025-02-28 13:00:00+05:30,0.923,10.6,0.0262,130.0,0.0,60.7,33.1,21.5,239.0,1.44,,,
2025-02-28 14:00:00+05:30,2.93,10.2,0.0269,127.0,0.0,55.2,25.4,23.2,253.0,1.9,,,
2025-02-28 15:00:00+05:30,5.01,10.3,0.0286,28.5,0.0,51.2,24.6,23.9,275.0,2.68,,,
2025-02-28 16:00:00+05:30,5.7,10.6,0.0284,153.0,46.9,51.4,27.6,24.3,270.0,2.19,,,
2025-02-28 17:00:00+05:30,2.3,12.8,0.0339,149.0,91.1,54.7,28.3,23.7,265.0,2.08,,,
2025-02-28 18:00:00+05:30,2.45,7.3,0.0201,140.0,85.5,60.8,29.1,22.6,253.0,1.57,,,
2025-02-28 19:00:00+05:30,1.76,11.3,0.0304,135.0,82.4,66.1,28.1,21.7,262.0,1.72,,,
2025-02-28 20:00:00+05:30,1.96,12.9,0.0361,137.0,83.7,70.0,26.9,21.3,279.0,1.88,,,
2025-02-28 21:00:00+05:30,1.47,14.2,0.0387,131.0,80.4,80.0,27.5,20.3,274.0,1.75,,,
2025-02-28 22:00:00+05:30,1.18,11.9,0.0319,123.0,75.1,77.6,29.5,20.1,270.0,1.51,,,
2025-02-28 23:00:00+05:30,2.63,12.5,0.0332,118.0,71.9,73.8,29.8,19.9,255.0,1.41,,,
2025-03-01 00:00:00+05:30,2.65,11.9,0.0311,108.0,65.9,75.2,26.9,19.5,265.0,1.4,,,
2025-03-01 01:00:00+05:30,2.7,12.5,0.0335,110.0,67.4,79.4,26.2,18.9,225.0,0.45,,,
2025-03-01 02:00:00+05:30,2.34,11.8,0.03,104.0,63.5,82.0,24.0,18.4,154.0,1.1,,,
2025-03-01 03:00:00+05:30,2.3,11.2,0.0294,100.0,61.1,83.6,25.6,17.8,162.0,1.16,,,
2025-03-01 04:00:00+05:30,1.96,11.6,0.0306,94.5,57.9,82.3,22.0,17.7,214.0,0.695,,,
2025-03-01 05:00:00+05:30,2.56,11.4,0.0309,89.4,54.7,75.3,24.0,18.4,250.0,1.08,,,
2025-03-01 06:00:00+05:30,2.89,11.2,0.0297,80.8,49.4,76.9,24.9,18.4,161.0,1.23,,,
2025-03-01 07:00:00+05:30,2.43,11.4,0.0296,85.4,52.3,93.1,27.1,17.4,200.0,0.973,,,
2025-03-01 08:00:00+05:30,2.1,15.2,0.0375,77.4,47.4,94.9,31.3,17.7,212.0,0.91,,,
2025-03-01 09:00:00+05:30,2.61,10.6,0.0241,88.8,54.3,87.1,37.9,19.5,260.0,0.935,,,
2025-03-01 10:00:00+05:30,2.63,9.12,0.0197,94.6,57.9,71.7,46.8,21.1,226.0,1.01,,,
2025-03-01 11:00:00+05:30,2.46,10.3,0.0255,101.0,62.1,68.7,77.3,21.6,197.0,0.94,,,
2025-03-01 12:00:00+05:30,2.93,11.2,0.0294,108.0,66.3,61.8,79.6,23.3,200.0,1.03,,,
2025-03-01 13:00:00+05:30,3.15,11.1,0.0293,108.0,66.1,56.2,40.6,24.4,194.0,1.24,,,
2025-03-01 14:00:00+05:30,2.04,10.6,0.0284,116.0,71.1,45.0,34.9,25.8,239.0,0.52,,,
2025-03-01 15:00:00+05:30,2.43,11.0,0.0296,116.0,71.2,47.3,16.3,25.4,156.0,1.31,,,
2025-03-01 16:00:00+05:30,2.29,10.9,0.0297,113.0,69.3,48.2,8.62,25.1,136.0,1.47,,,
2025-03-01 17:00:00+05:30,2.72,11.4,0.0311,103.0,63.3,51.1,8.65,24.5,139.0,1.56,,,
2025-03-01 18:00:00+05:30,1.9,11.7,0.0316,105.0,64.5,52.5,8.03,23.7,139.0,1.68,,,
2025-03-01 19:00:00+05:30,1.29,11.5,0.031,110.0,67.3,63.0,9.66,22.2,134.0,1.95,,,
2025-03-01 20:00:00+05:30,1.43,13.7,0.037,108.0,66.2,63.1,12.0,21.3,131.0,1.64,,,
2025-03-01 21:00:00+05:30,1.04,14.5,0.0386,123.0,75.3,63.1,11.0,20.8,139.0,1.24,,,
2025-03-01 22:00:00+05:30,0.626,12.8,0.0323,162.0,99.2,69.4,12.1,20.2,132.0,1.41,,,
2025-03-01 23:00:00+05:30,2.28,12.7,0.0321,188.0,115.0,73.4,11.2,19.7,131.0,1.26,,,
2025-03-02 00:00:00+05:30,2.46,13.6,0.0314,213.0,130.0,77.0,11.6,19.0,261.0,0.33,,,
2025-03-02 01:00:00+05:30,1.52,11.7,0.0291,421.0,258.0,78.8,10.8,18.7,134.0,1.29,,,
2025-03-02 02:00:00+05:30,2.53,12.3,0.0304,179.0,110.0,76.5,11.5,19.0,131.0,1.61,,,
2025-03-02 03:00:00+05:30,2.11,12.0,0.0297,123.0,75.2,78.1,11.2,18.6,126.0,2.1,,,
2025-03-02 04:00:00+05:30,1.77,11.9,0.0297,113.0,69.3,78.9,11.8,17.9,125.0,2.01,,,
2025-03-02 05:00:00+05:30,2.44,11.9,0.0303,106.0,64.9,80.4,11.2,17.4,125.0,1.35,,,
2025-03-02 06:00:00+05:30,2.35,12.9,0.0326,103.0,63.0,80.9,11.8,17.2,131.0,1.66,,,
2025-03-02 07:00:00+05:30,2.29,9.88,0.0237,57.5,35.2,80.4,11.6,17.0,98.6,1.09,,,
2025-03-02 08:00:00+05:30,2.82,9.4,0.0226,110.0,67.5,78.2,11.2,17.2,80.6,1.01,,,
2025-03-02 09:00:00+05:30,3.77,11.2,0.0293,110.0,67.3,68.3,11.3,19.1,94.5,1.32,,,
2025-03-02 10:00:00+05:30,3.64,12.2,0.032,134.0,82.2,58.4,11.2,21.2,81.1,1.22,,,
2025-03-02 11:00:00+05:30,2.55,12.0,0.0313,133.0,81.3,42.6,10.6,22.8,86.3,1.49,,,
2025-03-02 12:00:00+05:30,2.55,11.6,0.0307,143.0,87.4,28.3,9.52,24.1,95.9,1.6,,,
2025-03-02 13:00:00+05:30,2.85,10.9,0.0275,117.0,71.6,20.1,9.82,24.6,100.0,1.97,,,
2025-03-02 14:00:00+05:30,1.41,11.0,0.0285,93.5,57.3,19.2,9.49,24.6,92.0,2.03,,,
2025-03-02 15:00:00+05:30,1.45,11.0,0.0296,95.2,58.3,19.2,9.31,24.4,91.2,2.06,,,
2025-03-02 16:00:00+05:30,1.29,11.6,0.0309,82.6,50.5,20.9,9.19,24.1,92.3,2.11,,,
2025-03-02 17:00:00+05:30,0.881,11.4,0.0307,89.3,54.6,23.0,10.1,23.7,97.5,1.81,,,
2025-03-02 18:00:00+05:30,1.05,12.0,0.0327,82.3,50.4,25.9,9.43,22.5,88.5,1.66,,,
2025-03-02 19:00:00+05:30,1.47,12.0,0.0326,102.0,62.1,30.2,8.87,21.1,85.3,1.2,,,
2025-03-02 20:00:00+05:30,1.44,12.0,0.032,98.0,60.0,34.5,9.11,20.3,84.2,0.877,,,
2025-03-02 21:00:00+05:30,1.01,14.5,0.0388,107.0,65.7,38.5,9.69,19.6,72.6,0.92,,,
2025-03-02 22:00:00+05:30,0.334,15.6,0.0412,153.0,93.4,40.8,10.9,19.2,94.7,0.827,,,
2025-03-02 23:00:00+05:30,1.97,12.6,0.0316,158.0,96.7,41.4,10.1,18.8,96.0,0.908,,,
2025-03-03 00:00:00+05:30,1.82,12.3,0.0318,154.0,94.4,43.2,10.9,18.3,91.4,0.84,,,
2025-03-03 01:00:00+05:30,1.47,13.2,0.0332,139.0,85.0,47.0,10.1,18.0,99.6,0.965,,,
2025-03-03 02:00:00+05:30,1.65,12.5,0.0312,139.0,84.9,45.7,10.6,18.0,104.0,1.2,,,
2025-03-03 03:00:00+05:30,1.86,12.7,0.032,148.0,90.5,46.3,9.77,17.3,108.0,0.99,,,
2025-03-03 04:00:00+05:30,1.73,11.6,0.0282,148.0,90.5,47.4,9.95,16.8,110.0,1.09,,,
2025-03-03 05:00:00+05:30,1.44,12.0,0.0291,148.0,90.5,54.0,9.87,15.6,89.3,0.785,,,
2025-03-03 06:00:00+05:30,1.46,12.1,0.03,148.0,90.5,57.5,10.2,15.2,152.0,0.418,,,
2025-03-03 07:00:00+05:30,1.25,9.41,0.021,148.0,90.5,60.7,9.9,14.8,219.0,0.483,,,
2025-03-03 08:00:00+05:30,1.97,8.95,0.0212,148.0,90.5,50.6,8.9,17.1,78.6,0.858,,,
2025-03-03 09:00:00+05:30,2.5,11.9,0.031,148.0,90.5,41.5,10.0,19.8,76.7,0.915,,,
2025-03-03 10:00:00+05:30,2.68,11.1,0.0281,148.0,90.5,35.8,10.4,21.7,99.6,1.08,,,
2025-03-03 11:00:00+05:30,1.99,10.1,0.0252,148.0,90.5,26.5,9.98,23.5,98.6,0.99,,,
2025-03-03 12:00:00+05:30,2.19,9.09,0.0234,123.0,75.4,14.3,8.74,25.7,42.5,0.863,,,
2025-03-03 13:00:00+05:30,2.67,10.5,0.0284,82.1,50.3,11.5,8.97,27.3,310.0,0.92,,,
2025-03-03 14:00:00+05:30,3.44,11.1,0.0291,98.5,60.3,11.8,12.1,27.5,307.0,1.3,,,
