Local Time,CO,NO,NO2,NOX,O3,PM10,RELATIVEHUMIDITY,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,PM25,SO2
2025-11-05 07:00:00+05:30,0.27,4.65,27.4,0.0183,1.2,212.0,78.3,16.7,266.0,1.05,,
2025-11-05 08:00:00+05:30,0.303,4.58,25.4,0.0173,1.45,212.0,73.3,18.9,306.0,0.4,,
2025-11-05 09:00:00+05:30,0.205,4.58,31.6,0.0205,1.58,205.0,66.8,21.6,148.0,2.43,,
2025-11-05 10:00:00+05:30,0.333,3.93,15.7,0.0116,17.6,153.0,62.8,24.3,127.0,3.2,,
2025-11-05 11:00:00+05:30,0.388,4.15,22.3,0.0152,17.4,80.0,57.0,26.4,175.0,2.73,,
2025-11-05 12:00:00+05:30,0.33,4.08,17.6,0.0127,17.7,56.5,51.0,27.8,184.0,2.78,,
2025-11-05 13:00:00+05:30,0.288,4.13,7.03,0.0071,18.1,54.5,47.3,28.6,213.0,3.28,,
2025-11-05 14:00:00+05:30,0.255,4.4,4.18,0.0058,18.4,48.0,45.0,29.1,182.0,3.98,,
2025-11-05 15:00:00+05:30,0.29,4.4,4.4,0.0059,18.3,55.0,46.3,28.6,214.0,4.1,,
2025-11-05 16:00:00+05:30,0.293,3.9,4.68,0.00568,18.6,64.0,46.8,27.8,199.0,3.65,,
2025-11-05 17:00:00+05:30,0.363,4.17,7.6,0.00743,18.9,67.7,48.0,26.6,220.0,2.97,,
2025-11-05 18:00:00+05:30,0.71,4.23,22.2,0.0152,17.9,105.0,52.0,24.6,226.0,2.03,,
2025-11-05 19:00:00+05:30,0.895,4.4,30.7,0.0199,17.6,135.0,54.3,23.2,210.0,2.03,,
2025-11-05 20:00:00+05:30,0.748,4.1,26.4,0.0174,17.5,148.0,56.8,22.0,225.0,2.58,,
2025-11-05 21:00:00+05:30,0.77,4.43,21.1,0.0148,17.1,161.0,58.5,20.8,211.0,2.98,,
2025-11-05 22:00:00+05:30,0.743,4.33,16.9,0.0126,17.3,167.0,60.8,19.1,221.0,3.95,,
2025-11-05 23:00:00+05:30,0.715,3.78,13.7,0.0103,17.0,157.0,60.0,18.1,216.0,3.78,,
2025-11-06 00:00:00+05:30,0.65,4.53,13.3,0.0108,17.1,157.0,61.0,17.2,210.0,3.4,,
2025-11-06 01:00:00+05:30,0.6,4.75,14.3,0.0115,17.3,167.0,62.0,15.5,184.0,2.85,,
2025-11-06 02:00:00+05:30,0.733,4.23,17.7,0.0129,16.6,182.0,63.0,14.9,188.0,3.0,,
2025-11-06 03:00:00+05:30,0.825,4.18,19.7,0.0139,16.7,218.0,64.5,13.8,186.0,2.78,,
2025-11-06 04:00:00+05:30,0.828,4.43,20.8,0.0147,17.4,250.0,64.8,12.9,213.0,3.0,,
2025-11-06 05:00:00+05:30,0.74,4.15,18.4,0.0132,17.3,247.0,63.8,12.2,205.0,3.98,,
2025-11-06 06:00:00+05:30,0.698,4.8,16.7,0.0128,17.0,227.0,66.3,11.0,198.0,2.35,,
2025-11-06 07:00:00+05:30,0.713,3.88,21.0,0.0143,17.4,220.0,65.5,10.8,183.0,3.18,,
2025-11-06 08:00:00+05:30,0.86,4.17,22.7,0.0155,17.3,231.0,61.0,12.3,207.0,3.37,,
2025-11-06 09:00:00+05:30,0.96,4.05,20.7,0.0143,18.5,277.0,53.5,15.8,209.0,4.65,,
2025-11-06 10:00:00+05:30,0.853,4.25,18.1,0.0131,18.4,277.0,47.0,19.3,210.0,5.38,,
2025-11-06 11:00:00+05:30,0.693,4.1,15.4,0.0115,18.9,227.0,43.3,21.6,200.0,5.53,,
2025-11-06 12:00:00+05:30,0.49,4.2,11.4,0.0095,24.0,179.0,40.0,22.9,209.0,5.9,,
2025-11-06 13:00:00+05:30,0.215,4.03,9.65,0.00838,55.1,133.0,36.5,24.1,206.0,6.5,,
2025-11-06 14:00:00+05:30,0.128,3.98,10.3,0.00868,65.1,114.0,35.8,24.9,201.0,6.3,,
2025-11-06 15:00:00+05:30,0.06,4.28,10.8,0.00925,113.0,107.0,35.3,25.4,203.0,5.75,,
2025-11-06 16:00:00+05:30,0.0133,4.03,11.3,0.0093,114.0,105.0,35.0,25.3,219.0,4.97,,
2025-11-06 18:00:00+05:30,0.19,3.9,23.8,0.0158,19.6,120.0,42.0,20.2,175.0,2.3,,
2025-11-06 19:00:00+05:30,0.405,4.65,56.0,0.0336,17.6,131.0,43.5,19.3,168.0,2.85,,
2025-11-06 20:00:00+05:30,0.363,4.33,43.6,0.0267,17.8,164.0,45.0,18.3,183.0,3.15,,
2025-11-06 21:00:00+05:30,0.313,3.95,34.2,0.0214,18.1,177.0,47.8,17.2,190.0,3.1,,
2025-11-06 22:00:00+05:30,0.34,3.73,31.4,0.0197,17.7,164.0,51.0,16.5,199.0,3.53,,
2025-11-06 23:00:00+05:30,0.39,4.23,27.1,0.0178,17.8,163.0,53.8,15.7,185.0,2.98,,
2025-11-07 00:00:00+05:30,0.4,4.3,29.4,0.0192,18.5,176.0,54.0,15.3,223.0,3.15,,
2025-11-07 01:00:00+05:30,0.77,4.6,31.8,0.0206,17.7,218.0,57.0,14.0,204.0,3.0,,
2025-11-07 02:00:00+05:30,0.983,5.1,29.2,0.0196,18.2,252.0,58.5,13.5,183.0,2.9,,
2025-11-07 03:00:00+05:30,1.17,4.55,30.6,0.02,18.3,310.0,60.5,12.8,188.0,2.95,,
2025-11-07 04:00:00+05:30,1.27,4.25,31.2,0.02,18.8,347.0,62.5,12.1,187.0,2.93,,
2025-11-07 05:00:00+05:30,1.37,4.45,31.2,0.0202,17.9,374.0,61.3,12.0,181.0,3.28,,
2025-11-07 06:00:00+05:30,1.41,4.33,32.8,0.021,18.4,395.0,61.3,11.6,166.0,3.23,,
2025-11-07 07:00:00+05:30,1.4,3.98,36.5,0.0226,18.5,393.0,61.3,11.5,162.0,3.73,,
2025-11-07 08:00:00+05:30,1.38,3.93,33.4,0.021,18.1,386.0,57.8,12.8,173.0,3.8,,
2025-11-07 09:00:00+05:30,1.21,4.48,27.0,0.018,18.7,368.0,51.3,15.9,195.0,4.53,,
2025-11-07 10:00:00+05:30,0.938,3.9,22.4,0.0151,30.9,310.0,45.5,19.2,196.0,4.88,,
2025-11-07 11:00:00+05:30,0.79,4.4,20.6,0.0145,113.0,246.0,43.0,21.7,197.0,5.5,,
2025-11-07 12:00:00+05:30,0.0127,4.83,34.1,0.018,124.0,203.0,40.3,23.6,191.0,5.63,,
2025-11-07 13:00:00+05:30,0.7,5.4,24.1,0.0172,129.0,169.0,36.5,25.5,196.0,5.65,,
2025-11-07 14:00:00+05:30,0.47,4.33,21.6,0.015,79.4,140.0,33.8,26.2,179.0,6.23,,
2025-11-07 15:00:00+05:30,0.24,4.6,20.0,0.0144,,118.0,32.5,26.6,189.0,5.9,,
2025-11-07 16:00:00+05:30,0.24,4.08,21.7,0.0149,,108.0,32.5,26.3,193.0,5.05,,
2025-11-07 17:00:00+05:30,0.32,3.9,30.5,0.0194,66.0,109.0,35.8,24.7,169.0,2.83,,
2025-11-07 18:00:00+05:30,0.607,4.97,44.6,0.0278,64.9,117.0,40.0,21.9,169.0,2.53,,
2025-11-07 19:00:00+05:30,1.04,4.5,58.0,0.0345,17.4,160.0,42.8,19.7,180.0,2.88,,
2025-11-07 20:00:00+05:30,1.09,4.25,55.7,0.0331,12.5,188.0,44.8,18.4,205.0,2.88,,
2025-11-07 21:00:00+05:30,1.08,4.5,56.5,0.0337,11.8,191.0,46.3,17.3,221.0,2.98,,
2025-11-07 22:00:00+05:30,0.98,5.13,53.6,0.0327,11.3,181.0,47.7,16.4,214.0,2.93,,
2025-11-07 23:00:00+05:30,1.03,4.35,62.6,0.0368,10.6,186.0,48.8,15.6,240.0,2.83,,
2025-11-08 00:00:00+05:30,1.12,5.07,74.2,0.0436,10.2,202.0,50.7,14.8,185.0,2.67,,
2025-11-08 01:00:00+05:30,2.17,5.65,86.0,0.0504,10.1,236.0,53.0,14.1,165.0,3.25,,
2025-11-08 02:00:00+05:30,2.33,5.1,72.9,0.043,10.6,254.0,53.3,13.7,190.0,3.3,,
2025-11-08 03:00:00+05:30,2.51,4.8,67.0,0.0395,10.8,290.0,55.0,12.9,190.0,3.45,,
2025-11-08 04:00:00+05:30,2.72,4.6,69.0,0.0405,10.9,324.0,56.0,12.2,209.0,3.7,,
2025-11-08 05:00:00+05:30,2.93,5.08,68.6,0.0406,10.5,361.0,57.8,11.4,208.0,2.78,,
2025-11-08 06:00:00+05:30,3.03,4.4,66.6,0.039,10.8,391.0,58.0,11.0,199.0,2.93,,
2025-11-08 07:00:00+05:30,3.19,3.93,66.3,0.0385,11.2,407.0,57.5,11.0,237.0,2.3,,
2025-11-08 08:00:00+05:30,3.27,5.3,80.0,0.0469,11.9,423.0,56.7,11.7,172.0,1.03,,
2025-11-08 09:00:00+05:30,3.34,4.95,75.6,0.0443,11.1,448.0,51.0,14.6,191.0,2.88,,
2025-11-08 10:00:00+05:30,3.25,4.65,77.1,0.0448,11.6,454.0,47.0,17.7,213.0,3.65,,
2025-11-08 11:00:00+05:30,2.69,4.58,60.5,0.0359,13.0,410.0,39.8,21.2,222.0,4.63,,
2025-11-08 12:00:00+05:30,2.16,3.85,38.0,0.0234,12.9,313.0,34.5,23.6,207.0,4.83,,
2025-11-08 13:00:00+05:30,1.84,3.93,34.2,0.0214,77.0,245.0,32.5,24.7,178.0,5.13,,
2025-11-08 14:00:00+05:30,1.41,5.25,31.4,0.021,96.1,197.0,30.8,25.4,190.0,4.95,,
2025-11-08 15:00:00+05:30,1.62,4.95,33.0,0.0216,55.2,190.0,30.5,25.2,184.0,5.18,,
2025-11-08 16:00:00+05:30,1.68,4.43,34.7,0.0221,17.8,206.0,32.0,24.6,205.0,3.8,,
2025-11-08 17:00:00+05:30,1.7,4.28,43.0,0.0264,14.0,191.0,35.5,22.6,170.0,2.28,,
2025-11-08 18:00:00+05:30,1.96,4.83,132.0,0.0743,12.1,202.0,39.5,19.8,162.0,2.1,,
2025-11-08 19:00:00+05:30,2.17,5.08,92.5,0.0534,11.7,230.0,41.3,18.4,179.0,2.45,,
2025-11-08 20:00:00+05:30,2.4,4.78,124.0,0.07,12.0,263.0,44.5,16.9,157.0,1.85,,
2025-11-08 21:00:00+05:30,2.48,4.3,128.0,0.0716,11.3,284.0,48.3,15.7,165.0,1.85,,
2025-11-08 22:00:00+05:30,2.4,5.0,112.0,0.0636,11.2,273.0,49.0,15.1,177.0,2.3,,
2025-11-08 23:00:00+05:30,2.28,5.1,74.1,0.0435,10.7,254.0,49.3,14.8,230.0,1.93,,
2025-11-09 00:00:00+05:30,2.31,4.3,84.9,0.0486,10.8,243.0,52.0,13.8,206.0,1.87,,
2025-11-09 01:00:00+05:30,2.09,4.6,83.5,0.0481,11.6,236.0,51.0,13.7,206.0,2.75,,
2025-11-09 02:00:00+05:30,2.14,4.88,80.6,0.0468,11.1,242.0,52.3,13.1,223.0,3.1,,
2025-11-09 03:00:00+05:30,2.33,4.53,87.1,0.05,10.4,262.0,56.0,11.9,240.0,2.45,,
2025-11-09 04:00:00+05:30,2.42,5.55,70.4,0.042,11.7,287.0,59.0,11.2,244.0,2.48,,
2025-11-09 05:00:00+05:30,2.52,5.48,56.8,0.0346,11.4,309.0,61.0,10.5,258.0,2.35,,
2025-11-09 06:00:00+05:30,2.61,4.3,59.2,0.035,10.4,327.0,63.5,9.88,204.0,2.08,,
2025-11-09 07:00:00+05:30,2.78,4.03,69.5,0.0402,10.4,346.0,65.5,9.38,180.0,2.08,,
2025-11-09 08:00:00+05:30,3.07,4.38,74.3,0.0431,10.6,389.0,61.0,11.3,169.0,1.78,,
2025-11-09 09:00:00+05:30,3.12,4.48,83.3,0.048,11.6,425.0,53.5,15.0,166.0,2.7,,
2025-11-09 10:00:00+05:30,2.83,4.3,68.3,0.0398,11.9,414.0,47.5,18.5,201.0,3.45,,
2025-11-09 11:00:00+05:30,2.33,5.08,54.0,0.0329,13.3,348.0,41.3,21.9,217.0,4.45,,
2025-11-09 12:00:00+05:30,1.83,4.33,37.8,0.0237,13.9,241.0,36.8,24.1,221.0,5.43,,
2025-11-09 13:00:00+05:30,1.57,4.73,28.0,0.0187,14.0,151.0,36.0,25.1,216.0,5.48,,
2025-11-09 14:00:00+05:30,1.4,4.38,22.9,0.0157,13.1,102.0,34.8,26.0,205.0,4.73,,
2025-11-09 15:00:00+05:30,1.33,4.65,21.8,0.0154,12.8,84.5,34.0,26.1,212.0,4.65,,
2025-11-09 16:00:00+05:30,1.34,4.43,25.5,0.0172,12.8,85.5,33.5,25.7,240.0,3.88,,
2025-11-09 17:00:00+05:30,1.61,4.35,40.4,0.025,12.2,109.0,35.5,24.0,239.0,2.5,,
2025-11-09 18:00:00+05:30,2.01,4.35,66.4,0.0389,11.8,143.0,40.0,21.3,219.0,1.85,,
2025-11-09 19:00:00+05:30,2.46,4.68,93.3,0.0534,11.3,186.0,43.8,19.1,204.0,0.525,,
2025-11-09 20:00:00+05:30,2.53,4.08,145.0,0.0803,10.9,219.0,47.5,17.7,168.0,1.18,,
2025-11-09 21:00:00+05:30,2.54,3.95,133.0,0.0739,11.0,224.0,48.3,17.0,174.0,1.53,,
2025-11-09 22:00:00+05:30,2.43,3.75,94.3,0.0531,10.3,226.0,49.3,16.3,196.0,1.45,,
2025-11-09 23:00:00+05:30,2.4,4.2,85.7,0.049,10.3,230.0,52.0,15.3,206.0,2.48,,
2025-11-10 00:00:00+05:30,2.44,5.1,71.7,0.0422,10.8,238.0,55.0,14.2,186.0,2.1,,
2025-11-10 01:00:00+05:30,2.59,4.85,73.1,0.0428,11.0,286.0,56.0,13.6,220.0,3.3,,
2025-11-10 02:00:00+05:30,2.66,4.85,73.0,0.0428,10.7,296.0,58.0,12.7,217.0,2.85,,
2025-11-10 03:00:00+05:30,2.75,4.68,70.9,0.0415,10.8,316.0,61.0,11.7,244.0,2.43,,
2025-11-10 04:00:00+05:30,2.83,5.03,63.6,0.0379,11.0,340.0,63.3,10.9,212.0,2.1,,
2025-11-10 05:00:00+05:30,2.96,5.03,65.2,0.0388,11.1,362.0,63.8,10.7,212.0,1.85,,
2025-11-10 06:00:00+05:30,3.1,4.2,65.9,0.0385,11.0,389.0,64.0,10.3,227.0,1.98,,
2025-11-10 07:00:00+05:30,3.27,5.63,77.2,0.0457,10.2,405.0,67.5,9.4,161.0,1.18,,
2025-11-10 08:00:00+05:30,3.48,4.4,117.0,0.0659,10.6,410.0,64.0,11.2,110.0,1.0,,
2025-11-10 09:00:00+05:30,3.57,4.95,126.0,0.071,10.5,424.0,55.0,15.6,156.0,1.93,,
2025-11-10 10:00:00+05:30,2.89,4.43,79.8,0.046,11.1,392.0,46.3,19.1,183.0,3.43,,
2025-11-10 11:00:00+05:30,2.39,4.05,53.3,0.0317,12.9,326.0,41.8,22.1,194.0,3.9,,
2025-11-10 19:00:00+05:30,1.5,4.9,43.2,0.0269,2.8,171.0,43.0,19.0,201.0,1.1,,
2025-11-10 20:00:00+05:30,2.11,4.5,80.0,0.0463,2.65,213.0,48.5,17.3,224.0,0.3,,
2025-11-10 21:00:00+05:30,2.7,4.63,108.0,0.0612,2.38,227.0,53.3,15.7,153.0,0.55,,
2025-11-10 22:00:00+05:30,2.75,5.98,102.0,0.0593,1.55,268.0,51.8,15.6,150.0,0.9,,
2025-11-10 23:00:00+05:30,2.47,4.68,51.2,0.031,2.13,319.0,51.3,15.4,187.0,1.9,,
2025-11-11 00:00:00+05:30,2.48,5.67,47.1,0.0296,2.27,341.0,54.0,14.5,203.0,2.33,,
2025-11-11 01:00:00+05:30,2.45,5.3,39.7,0.0254,2.05,352.0,55.5,13.8,210.0,2.4,,
2025-11-11 02:00:00+05:30,2.36,5.18,36.4,0.0236,1.68,354.0,57.0,13.1,220.0,2.75,,
2025-11-11 03:00:00+05:30,2.25,4.75,29.0,0.0193,2.0,344.0,58.8,12.5,231.0,2.8,,
2025-11-11 04:00:00+05:30,2.23,4.95,26.3,0.018,1.85,335.0,59.8,12.0,230.0,2.8,,
2025-11-11 05:00:00+05:30,2.33,4.93,29.9,0.0199,2.43,346.0,62.0,11.2,235.0,1.63,,
2025-11-11 06:00:00+05:30,2.53,5.23,34.6,0.0227,2.33,381.0,65.5,10.2,195.0,1.8,,
2025-11-11 07:00:00+05:30,2.81,5.08,36.3,0.0235,2.83,418.0,67.5,9.83,172.0,2.1,,
2025-11-11 08:00:00+05:30,3.16,4.88,45.0,0.0279,2.58,447.0,65.3,11.1,187.0,2.13,,
2025-11-11 09:00:00+05:30,3.11,5.13,47.7,0.0295,2.3,476.0,59.0,14.3,211.0,3.48,,
2025-11-11 10:00:00+05:30,2.7,5.15,40.5,0.0257,3.03,451.0,51.0,18.4,205.0,3.6,,
2025-11-11 11:00:00+05:30,1.93,5.03,28.3,0.0192,3.57,375.0,43.3,21.9,215.0,4.33,,
2025-11-11 12:00:00+05:30,1.12,5.05,12.3,0.0107,15.3,181.0,35.7,24.3,236.0,6.03,,
2025-11-11 13:00:00+05:30,2.16,5.2,10.6,0.00987,66.4,122.0,34.3,25.1,233.0,6.38,,
2025-11-11 14:00:00+05:30,0.858,5.18,8.65,0.0088,59.2,108.0,32.5,25.8,226.0,6.1,,
2025-11-11 15:00:00+05:30,0.95,5.7,8.7,0.00925,15.5,104.0,32.0,25.9,233.0,6.25,,
2025-11-11 16:00:00+05:30,0.99,4.93,10.4,0.00953,3.53,113.0,32.3,25.3,216.0,4.3,,
2025-11-11 17:00:00+05:30,1.17,5.3,14.8,0.0122,3.33,122.0,34.3,23.7,200.0,2.5,,
2025-11-11 18:00:00+05:30,1.57,4.93,30.9,0.0204,2.63,157.0,39.3,20.7,192.0,2.38,,
2025-11-11 19:00:00+05:30,2.08,5.27,58.5,0.0354,2.37,218.0,43.0,19.0,167.0,1.93,,
2025-11-11 20:00:00+05:30,2.25,5.23,74.3,0.0438,2.0,247.0,45.8,17.6,165.0,1.65,,
2025-11-11 21:00:00+05:30,2.12,5.0,50.5,0.0309,1.0,255.0,47.0,16.8,151.0,2.3,,
2025-11-11 22:00:00+05:30,2.21,4.6,40.6,0.0253,1.78,271.0,48.3,16.1,206.0,2.9,,
2025-11-11 23:00:00+05:30,2.3,4.88,38.3,0.0243,2.38,300.0,52.0,14.8,181.0,2.4,,
2025-11-12 00:00:00+05:30,2.41,4.83,37.5,0.0238,2.23,317.0,53.3,14.3,213.0,3.2,,
2025-11-12 01:00:00+05:30,2.64,5.25,34.9,0.0228,2.9,386.0,56.5,13.1,199.0,2.5,,
2025-11-12 02:00:00+05:30,2.71,4.98,32.1,0.0211,1.55,401.0,58.3,12.4,228.0,2.15,,
2025-11-12 03:00:00+05:30,2.72,4.68,31.3,0.0205,2.95,421.0,60.0,11.5,190.0,1.33,,
2025-11-12 04:00:00+05:30,2.78,5.33,40.2,0.0257,2.18,428.0,61.5,10.8,163.0,1.93,,
2025-11-12 05:00:00+05:30,2.74,4.9,35.7,0.023,2.53,422.0,61.3,10.4,167.0,2.05,,
2025-11-12 06:00:00+05:30,2.52,4.98,31.1,0.0206,2.13,401.0,58.8,10.7,191.0,3.0,,
2025-11-12 07:00:00+05:30,2.51,4.75,33.5,0.0217,2.98,377.0,59.0,10.7,184.0,3.13,,
2025-11-12 08:00:00+05:30,2.46,4.93,39.0,0.0247,2.8,369.0,57.5,12.1,178.0,3.28,,
2025-11-12 09:00:00+05:30,2.56,5.18,36.3,0.0236,2.25,379.0,53.5,15.5,183.0,3.9,,
2025-11-12 10:00:00+05:30,2.12,5.05,28.7,0.0194,3.13,367.0,48.0,18.6,212.0,5.05,,
2025-11-12 11:00:00+05:30,1.9,4.5,20.3,0.0145,18.2,303.0,43.0,21.3,208.0,5.35,,
2025-11-12 12:00:00+05:30,1.49,4.8,19.7,0.0144,46.9,242.0,38.0,23.4,222.0,6.25,,
2025-11-12 13:00:00+05:30,1.3,5.08,14.0,0.0116,7.3,208.0,35.8,24.6,217.0,5.98,,
2025-11-12 14:00:00+05:30,1.15,4.93,12.5,0.0107,4.83,184.0,33.8,25.2,235.0,6.68,,
2025-11-12 15:00:00+05:30,1.08,4.77,12.5,0.0106,58.2,169.0,33.7,25.5,249.0,5.5,,
2025-11-12 16:00:00+05:30,0.97,4.98,13.1,0.011,53.9,148.0,34.0,25.2,232.0,4.0,,
2025-11-12 17:00:00+05:30,,,,,46.4,155.0,38.0,23.0,180.0,2.0,,
2025-11-12 23:00:00+05:30,1.92,1.93,29.9,0.0174,16.0,251.0,50.3,15.3,219.0,1.5,,
2025-11-13 00:00:00+05:30,1.99,1.97,36.5,0.021,11.1,253.0,54.3,13.8,166.0,0.533,,
2025-11-13 01:00:00+05:30,1.95,1.95,32.1,0.0187,8.55,260.0,55.0,13.5,184.0,2.25,,
2025-11-13 02:00:00+05:30,2.14,1.65,33.7,0.0192,8.88,278.0,56.5,13.0,258.0,2.28,,
2025-11-13 03:00:00+05:30,2.27,2.03,38.5,0.0221,9.08,307.0,59.8,12.0,263.0,2.3,,
2025-11-13 04:00:00+05:30,2.34,1.95,44.0,0.0251,9.5,327.0,61.5,11.4,200.0,2.35,,
2025-11-13 05:00:00+05:30,2.47,1.75,48.8,0.0274,9.85,346.0,62.8,11.2,189.0,2.4,,
2025-11-13 06:00:00+05:30,2.52,1.33,42.9,0.0239,9.2,361.0,65.3,10.5,174.0,1.93,,
2025-11-13 07:00:00+05:30,2.74,1.95,40.9,0.0233,9.2,379.0,66.3,10.2,182.0,2.23,,
2025-11-13 08:00:00+05:30,2.9,2.0,40.7,0.0232,9.25,404.0,64.0,11.2,161.0,1.9,,
2025-11-13 09:00:00+05:30,2.9,1.73,40.0,0.0227,9.83,426.0,58.3,14.2,177.0,2.7,,
2025-11-13 10:00:00+05:30,2.52,1.98,30.5,0.0178,8.65,406.0,52.8,17.2,203.0,3.23,,
2025-11-13 11:00:00+05:30,2.15,1.85,26.1,0.0154,15.0,341.0,46.0,20.3,205.0,4.2,,
2025-11-13 12:00:00+05:30,,,,,18.2,295.0,43.0,22.1,187.0,4.37,,
2025-11-13 13:00:00+05:30,1.44,5.17,63.6,0.038,,241.0,38.0,23.8,192.0,5.48,,
2025-11-13 14:00:00+05:30,1.38,4.75,102.0,0.058,69.8,196.0,35.5,24.5,199.0,5.65,,
2025-11-13 15:00:00+05:30,1.27,6.2,107.0,0.062,64.5,180.0,34.5,24.8,195.0,4.78,,
2025-11-13 16:00:00+05:30,1.13,4.45,97.0,0.0552,55.1,160.0,34.8,24.4,189.0,3.65,,
2025-11-13 17:00:00+05:30,1.28,6.83,128.0,0.0739,41.5,150.0,38.8,22.7,184.0,1.9,,
2025-11-13 18:00:00+05:30,1.81,8.35,344.0,0.19,10.3,171.0,43.5,19.8,153.0,1.83,,
2025-11-13 19:00:00+05:30,2.35,8.1,450.0,0.246,1.3,223.0,47.5,17.9,130.0,1.85,,
2025-11-13 20:00:00+05:30,2.78,6.53,431.0,0.235,1.8,299.0,50.3,16.4,122.0,1.63,,
2025-11-13 21:00:00+05:30,3.24,10.1,456.0,0.251,,369.0,53.5,15.3,126.0,1.95,,
2025-11-13 22:00:00+05:30,3.63,7.25,491.0,0.264,0.6,410.0,54.3,15.2,220.0,2.93,,
2025-11-13 23:00:00+05:30,3.32,8.13,404.0,0.221,0.15,379.0,56.8,14.3,210.0,3.03,,
2025-11-14 00:00:00+05:30,2.9,4.05,324.0,0.175,1.7,333.0,57.0,13.7,213.0,2.95,,
2025-11-14 02:00:00+05:30,2.61,7.65,235.0,0.131,2.5,336.0,59.5,11.9,192.0,2.15,,
2025-11-14 03:00:00+05:30,2.78,10.2,221.0,0.126,1.2,339.0,61.3,11.3,197.0,1.8,,
2025-11-14 04:00:00+05:30,2.62,5.17,264.0,0.143,0.6,338.0,65.5,10.2,174.0,0.3,,
2025-11-14 05:00:00+05:30,2.54,4.4,328.0,0.178,0.5,336.0,64.8,10.1,162.0,1.45,,
2025-11-14 06:00:00+05:30,2.46,6.23,289.0,0.159,1.2,335.0,63.5,10.2,140.0,1.9,,
2025-11-14 07:00:00+05:30,2.43,11.4,281.0,0.156,0.8,332.0,64.8,9.85,147.0,1.33,,
2025-11-14 08:00:00+05:30,2.65,10.6,297.0,0.167,2.7,331.0,65.0,10.4,103.0,1.78,,
2025-11-14 09:00:00+05:30,2.77,6.9,274.0,0.151,,351.0,59.3,13.8,138.0,2.03,,
2025-11-14 10:00:00+05:30,2.19,6.27,168.0,0.093,2.0,342.0,50.0,17.3,189.0,3.7,,
2025-11-14 11:00:00+05:30,2.01,8.57,132.0,0.077,0.6,289.0,45.0,20.1,218.0,4.27,,
2025-11-14 12:00:00+05:30,1.76,6.73,120.0,0.0692,,256.0,41.3,22.1,203.0,4.53,,
2025-11-14 13:00:00+05:30,1.51,5.93,107.0,0.062,0.85,219.0,38.0,23.3,194.0,5.03,,
2025-11-14 14:00:00+05:30,1.23,8.3,95.9,0.054,1.45,165.0,34.5,24.4,192.0,5.3,,
2025-11-14 15:00:00+05:30,1.15,5.38,86.2,0.0502,0.3,137.0,34.0,24.5,205.0,4.85,,
2025-11-14 16:00:00+05:30,1.24,6.1,96.2,0.0562,1.47,138.0,36.0,24.1,208.0,2.95,,
2025-11-14 17:00:00+05:30,1.34,5.97,127.0,0.0724,,148.0,39.0,22.4,185.0,1.8,,
2025-11-14 18:00:00+05:30,1.67,4.63,329.0,0.179,0.8,167.0,44.3,19.6,151.0,0.425,,
2025-11-14 19:00:00+05:30,2.49,8.5,507.0,0.275,2.4,208.0,48.5,17.8,143.0,0.3,,
2025-11-14 20:00:00+05:30,2.75,11.8,596.0,0.327,0.9,255.0,51.3,16.5,142.0,0.75,,
2025-11-14 21:00:00+05:30,2.85,9.8,596.0,0.318,,385.0,51.3,16.1,139.0,1.17,,
2025-11-14 22:00:00+05:30,2.85,5.5,577.0,0.308,0.95,430.0,54.3,15.0,140.0,1.2,,
2025-11-14 23:00:00+05:30,2.92,7.88,534.0,0.291,2.85,417.0,58.5,13.8,140.0,1.08,,
2025-11-15 00:00:00+05:30,2.86,9.77,482.0,0.264,,425.0,60.7,13.1,139.0,1.6,,
2025-11-15 01:00:00+05:30,2.66,12.9,372.0,0.208,1.7,456.0,60.5,12.7,159.0,0.7,,
2025-11-15 02:00:00+05:30,2.64,6.23,311.0,0.17,0.0,472.0,61.0,12.4,193.0,1.43,,
2025-11-15 03:00:00+05:30,2.72,7.43,286.0,0.158,1.3,496.0,63.5,11.7,228.0,1.78,,
2025-11-15 04:00:00+05:30,2.72,6.45,287.0,0.158,0.8,500.0,68.3,10.3,201.0,1.65,,
2025-11-15 05:00:00+05:30,2.83,4.35,270.0,0.147,,500.0,70.5,9.55,174.0,1.4,,
2025-11-15 06:00:00+05:30,2.78,5.4,270.5,0.1485,,521.5,68.5,9.775,160.0,2.2,,
2025-11-15 07:00:00+05:30,2.88,6.95,327.0,0.18,2.75,541.0,67.3,9.88,181.0,1.83,,
2025-11-15 08:00:00+05:30,2.94,14.2,359.0,0.203,0.4,550.0,64.3,11.2,162.0,1.3,,
2025-11-15 09:00:00+05:30,2.78,7.33,307.0,0.167,2.1,557.0,56.3,14.9,168.0,2.23,,
2025-11-15 10:00:00+05:30,2.26,4.63,186.0,0.103,,499.0,49.5,17.9,193.0,3.38,,
2025-11-15 11:00:00+05:30,2.1,4.7,153.0,0.0852,,413.0,45.5,20.5,187.0,3.83,,
2025-11-15 12:00:00+05:30,1.84,6.2,114.0,0.0656,3.13,341.0,39.5,22.7,179.0,4.73,,
2025-11-15 13:00:00+05:30,1.4,9.33,121.0,0.0719,0.3,252.0,36.3,23.8,201.0,5.43,,
2025-11-15 14:00:00+05:30,1.21,4.9,94.9,0.0544,1.65,197.0,35.0,24.4,220.0,5.57,,
